Station,RA,DEC,Start_Epoch,Exposure(hr),FoV(deg),Center Frequency(GHz),Bandwidth(GHz),Mean(¦ÌJy),RMS(¦ÌJy),UL_95%(¦ÌJy),UL_95%(Jy/sr)
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,43.62401,0.128,0.032 ,0.345 ,0.708 ,6.115 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,43.75202,0.128,0.007 ,0.995 ,1.958 ,16.909 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,43.88002,0.128,0.032 ,0.157 ,0.340 ,2.935 
VLA,12:32:24.1893,+49:56:42.457,2022-04-25T06:16:53.000,0.22,0.022,44.00002,8.048,-0.007 ,0.117 ,0.222 ,1.917 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,44.00802,0.128,-0.015 ,1.492 ,2.910 ,25.127 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,44.13602,0.128,-0.025 ,0.221 ,0.407 ,3.515 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,44.26403,0.128,0.032 ,2.931 ,5.777 ,49.888 
ALMA,20:41:10.1555,-44:53:31.667,2024-05-02T09:23:43.440,4.07,0.065,44.36113,1.115,-0.002 ,2.710 ,5.309 ,5.252 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,44.39203,0.128,0.036 ,1.532 ,3.039 ,26.241 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,44.52003,0.128,-0.027 ,0.839 ,1.617 ,13.964 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,44.64804,0.128,0.002 ,0.514 ,1.010 ,8.726 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,44.77604,0.128,0.029 ,0.208 ,0.437 ,3.771 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,44.90404,0.128,0.061 ,0.619 ,1.273 ,10.997 
ALMA,13:47:38.5557,-11:47:17.093,2024-03-15T05:46:06.912,3.61,0.066,45.01759,1.75,3.343 ,4.167 ,11.510 ,11.045 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,45.03205,0.128,0.067 ,0.119 ,0.300 ,2.592 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,45.16005,0.128,0.073 ,0.452 ,0.959 ,8.278 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,45.28805,0.128,0.046 ,0.143 ,0.325 ,2.808 
ALMA,23:49:58.0116,-56:40:17.779,2024-06-24T09:30:47.232,7.33,0.071,45.30323,1.836,-0.025 ,0.380 ,0.720 ,0.597 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,45.41605,0.128,0.003 ,0.145 ,0.287 ,2.480 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,45.54406,0.128,0.023 ,0.124 ,0.265 ,2.292 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,45.67206,0.128,-0.078 ,0.130 ,0.178 ,1.537 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,45.80006,0.128,-0.060 ,0.370 ,0.664 ,5.738 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,45.92807,0.128,-0.037 ,0.229 ,0.411 ,3.547 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,46.05607,0.128,-0.014 ,0.264 ,0.503 ,4.341 
ALMA,13:53:56.0293,-00:12:18.690,2024-06-21T22:36:55.152,3.23,0.062,46.13497,1.651,0.071 ,1.539 ,3.087 ,3.357 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,46.18407,0.128,-0.042 ,0.444 ,0.828 ,7.154 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,46.31208,0.128,-0.050 ,0.940 ,1.793 ,15.481 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,46.44008,0.128,-0.012 ,0.645 ,1.252 ,10.810 
ALMA,20:41:10.1555,-44:53:31.667,2024-05-02T09:23:43.440,4.07,0.065,46.55598,1.781,0.029 ,3.120 ,6.144 ,6.078 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,46.56808,0.128,-0.007 ,0.472 ,0.918 ,7.932 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,46.69608,0.128,0.067 ,0.599 ,1.241 ,10.715 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,46.82409,0.128,-0.019 ,0.344 ,0.655 ,5.660 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,46.95209,0.128,-0.009 ,0.316 ,0.610 ,5.265 
ALMA,13:47:38.5557,-11:47:17.093,2024-03-15T05:46:06.912,3.61,0.066,46.97544,1.75,1.340 ,5.761 ,12.631 ,12.120 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,47.08009,0.128,-0.010 ,0.692 ,1.346 ,11.621 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,47.2081,0.128,-0.058 ,0.272 ,0.475 ,4.103 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,47.3361,0.128,-0.005 ,0.769 ,1.501 ,12.967 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,47.4641,0.128,-0.024 ,1.000 ,1.935 ,16.713 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,47.5921,0.128,0.091 ,0.498 ,1.067 ,9.216 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,47.72011,0.128,-0.079 ,0.235 ,0.382 ,3.298 
VLA,12:32:24.1893,+49:56:43.043,2022-04-25T06:16:53.000,0.22,0.022,47.84811,0.128,0.000 ,0.297 ,0.583 ,5.036 
ALMA,13:53:56.0293,-00:12:18.690,2024-06-21T22:36:55.152,3.23,0.062,48.21069,1.826,-0.055 ,1.361 ,2.612 ,2.840 
ALMA,20:41:10.1555,-44:53:31.667,2024-05-02T09:23:43.440,4.07,0.065,48.48848,1.734,0.115 ,2.899 ,5.797 ,5.735 
ALMA,13:47:38.5557,-11:47:17.093,2024-03-15T05:46:06.912,3.61,0.066,48.97529,1.75,0.006 ,6.325 ,12.403 ,11.901 
ALMA,02:42:42.5088,-00:01:14.922,2021-09-07T05:38:29.184,4.69,0.015,84.83693,1.175,0.043 ,0.157 ,0.350 ,6.502 
ALMA,10:43:59.5836,+11:41:45.817,2023-07-19T17:00:39.504,1.44,0.015,86.32211,1.66,0.000 ,0.139 ,0.273 ,5.080 
ALMA,02:42:42.5088,-00:01:14.922,2021-09-07T05:38:29.184,4.69,0.015,87.11011,0.583,0.051 ,0.074 ,0.196 ,3.648 
ALMA,10:43:59.5836,+11:41:45.817,2023-07-19T17:00:39.504,1.44,0.015,88.19237,1.787,-0.008 ,0.218 ,0.420 ,7.794 
ALMA,16:18:11.0909,+01:38:55.770,2021-09-06T21:39:15.744,1.07,0.014,89.65485,1.734,0.002 ,0.128 ,0.252 ,5.375 
ALMA,20:36:14.9969,-44:27:01.548,2021-09-11T00:32:41.664,1.28,0.02,90.50287,1.547,0.003 ,0.115 ,0.229 ,2.391 
ALMA,16:18:11.0909,+01:38:55.770,2021-09-06T21:39:15.744,1.07,0.014,91.45758,1.734,0.004 ,0.217 ,0.429 ,9.152 
ALMA,20:36:14.9969,-44:27:01.548,2021-09-11T00:32:41.664,1.28,0.02,92.5313,1.5,-0.002 ,0.116 ,0.225 ,2.349 
ALMA,16:27:11.1471,-24:37:46.186,2021-09-06T00:17:27.720,2.25,0.014,93.10335,1.862,0.005 ,0.071 ,0.144 ,3.074 
ALMA,04:14:39.4076,+05:34:17.889,2023-07-22T11:12:26.544,5.73,0.014,94.67555,1.041,0.042 ,0.143 ,0.322 ,6.877 
ALMA,16:27:11.1471,-24:37:46.186,2021-09-06T00:17:27.720,2.25,0.014,94.90277,1.639,0.005 ,0.113 ,0.226 ,4.813 
ALMA,01:20:44.6761,-14:44:18.926,2023-07-25T11:06:14.256,1.25,0.013,96.90507,1.862,0.001 ,0.094 ,0.185 ,4.569 
ALMA,04:14:39.4076,+05:34:17.889,2023-07-22T11:12:26.544,5.73,0.014,97.05047,1.18,0.047 ,0.121 ,0.284 ,6.049 
ALMA,02:42:42.5088,-00:01:14.922,2021-09-07T05:38:29.184,4.69,0.015,97.3517,0.7774,0.021 ,0.113 ,0.241 ,4.477 
ALMA,10:43:59.5836,+11:41:45.817,2023-07-19T17:00:39.504,1.44,0.015,98.26102,1.866,0.003 ,0.113 ,0.224 ,4.164 
ALMA,06:40:13.4829,-25:54:07.242,2023-07-25T12:45:33.120,0.71,0.013,98.50163,1.846,0.001 ,0.143 ,0.281 ,6.949 
ALMA,01:20:44.6761,-14:44:18.926,2023-07-25T11:06:14.256,1.25,0.013,98.80449,1.789,0.001 ,0.128 ,0.251 ,6.212 
ALMA,02:42:42.5088,-00:01:14.922,2021-09-07T05:38:29.184,4.69,0.015,99.13874,1.465,0.022 ,0.059 ,0.137 ,2.541 
ALMA,10:43:59.5836,+11:41:45.817,2023-07-19T17:00:39.504,1.44,0.015,100.1444,1.859,0.001 ,0.143 ,0.280 ,5.204 
ALMA,06:40:13.4829,-25:54:07.242,2023-07-25T12:45:33.120,0.71,0.013,100.313,1.866,0.001 ,0.144 ,0.283 ,7.010 
ALMA,10:27:53.5017,-43:54:40.123,2023-07-17T17:25:43.968,2.36,0.013,100.3681,1.75,0.003 ,0.076 ,0.153 ,3.780 
ALMA,16:18:11.0909,+01:38:55.770,2021-09-06T21:39:15.744,1.07,0.014,101.7802,1.861,-0.004 ,0.231 ,0.448 ,9.560 
ALMA,10:27:53.5017,-43:54:40.123,2023-07-17T17:25:43.968,2.36,0.013,102.2389,1.735,0.002 ,0.081 ,0.161 ,3.971 
ALMA,20:36:14.9969,-44:27:01.548,2021-09-11T00:32:41.664,1.28,0.02,102.5192,1.735,-0.002 ,0.116 ,0.227 ,2.368 
ALMA,16:18:11.0909,+01:38:55.770,2021-09-06T21:39:15.744,1.07,0.014,103.541,1.734,-0.002 ,0.123 ,0.239 ,5.099 
ALMA,20:36:14.9969,-44:27:01.548,2021-09-11T00:32:41.664,1.28,0.02,104.3836,1.453,0.001 ,0.146 ,0.286 ,2.990 
ALMA,16:27:11.1471,-24:37:46.186,2021-09-06T00:17:27.720,2.25,0.014,105.0948,1.846,0.003 ,0.077 ,0.154 ,3.288 
ALMA,16:27:11.1471,-24:37:46.186,2021-09-06T00:17:27.720,2.25,0.014,107.0056,1.847,0.003 ,0.099 ,0.196 ,4.190 
ALMA,04:14:39.4076,+05:34:17.889,2023-07-22T11:12:26.544,5.73,0.014,107.5022,0.6563,0.031 ,0.083 ,0.193 ,4.123 
ALMA,04:14:39.4076,+05:34:17.889,2023-07-22T11:12:26.544,5.73,0.014,108.6311,0.6016,0.028 ,0.087 ,0.200 ,4.260 
ALMA,01:20:44.6761,-14:44:18.926,2023-07-25T11:06:14.256,1.25,0.013,108.9044,1.864,0.000 ,0.098 ,0.192 ,4.756 
ALMA,06:40:13.4829,-25:54:07.242,2023-07-25T12:45:33.120,0.71,0.013,110.5083,1.861,0.000 ,0.133 ,0.261 ,6.465 
ALMA,01:20:44.6761,-14:44:18.926,2023-07-25T11:06:14.256,1.25,0.013,110.8341,1.857,0.001 ,0.119 ,0.235 ,5.800 
ALMA,06:40:13.4829,-25:54:07.242,2023-07-25T12:45:33.120,0.71,0.013,112.3336,1.863,0.003 ,0.157 ,0.311 ,7.699 
ALMA,10:27:53.5017,-43:54:40.123,2023-07-17T17:25:43.968,2.36,0.013,112.4437,1.735,0.001 ,0.096 ,0.189 ,4.677 
ALMA,10:27:53.5017,-43:54:40.123,2023-07-17T17:25:43.968,2.36,0.013,114.2025,1.832,0.006 ,0.177 ,0.352 ,8.705 
ALMA,00:14:11.6829,-30:22:55.810,2023-10-03T02:03:54.816,4.62,0.014,126.7895,1.672,0.000 ,0.226 ,0.443 ,9.437 
ALMA,16:26:24.9842,-24:43:32.315,2023-08-06T00:51:19.200,0.69,0.01,127.2545,1.573,0.059 ,0.254 ,0.557 ,23.284 
ALMA,16:26:24.9842,-24:43:32.315,2023-08-06T00:51:19.200,0.69,0.01,128.0222,1.849,0.068 ,0.218 ,0.496 ,20.729 
ALMA,00:14:11.6829,-30:22:55.810,2023-10-03T02:03:54.816,4.62,0.014,128.6108,1.799,-0.001 ,0.114 ,0.222 ,4.730 
ALMA,23:10:40.1122,+18:55:02.215,2023-07-04T09:35:29.376,1.5,0.01,129.5502,1.765,-0.001 ,0.398 ,0.780 ,32.595 
ALMA,23:10:40.1122,+18:55:02.215,2023-07-04T09:35:29.376,1.5,0.01,130.926,0.8593,-0.011 ,0.759 ,1.476 ,61.714 
ALMA,03:32:34.8518,-27:42:24.735,2017-09-15T06:42:23.952,1.3,0.014,131.2574,1.188,-0.009 ,0.385 ,0.745 ,15.884 
ALMA,08:49:35.2563,+02:14:15.738,2023-10-21T09:47:22.032,3.7,0.016,133.2399,1.701,-0.012 ,0.282 ,0.540 ,8.818 
ALMA,03:32:34.8518,-27:42:24.735,2017-09-15T06:42:23.952,1.3,0.014,133.4063,0.2344,-0.008 ,0.605 ,1.177 ,25.096 
ALMA,08:49:35.2563,+02:14:15.738,2023-10-21T09:47:22.032,3.7,0.016,134.8704,1.848,0.017 ,0.340 ,0.682 ,11.140 
ALMA,11:46:39.1899,-00:11:51.347,2021-09-21T14:53:03.456,0.68,0.011,135.3868,1.742,-0.002 ,0.218 ,0.426 ,14.707 
ALMA,11:46:39.1899,-00:11:51.347,2021-09-21T14:53:03.456,0.68,0.011,137.2823,1.727,-0.005 ,0.118 ,0.226 ,7.816 
ALMA,05:21:03.0096,+01:18:12.563,2021-09-23T09:55:02.016,0.61,0.016,138.0398,1.703,0.003 ,0.211 ,0.417 ,6.814 
ALMA,16:26:24.9842,-24:43:32.315,2023-08-06T00:51:19.200,0.69,0.01,138.4394,0.9191,0.050 ,0.212 ,0.466 ,19.460 
ALMA,00:14:11.6829,-30:22:55.810,2023-10-03T02:03:54.816,4.62,0.014,138.7535,1.735,-0.005 ,0.175 ,0.338 ,7.206 
ALMA,09:59:43.9519,+02:29:21.779,2019-06-11T22:28:23.472,3.69,0.009,139.3379,1.742,-0.002 ,0.065 ,0.126 ,6.505 
ALMA,05:21:03.0096,+01:18:12.563,2021-09-23T09:55:02.016,0.61,0.016,139.904,1.766,-0.002 ,0.146 ,0.284 ,4.630 
ALMA,16:26:24.9842,-24:43:32.315,2023-08-06T00:51:19.200,0.69,0.01,140.5937,1.363,0.042 ,0.180 ,0.395 ,16.529 
ALMA,00:14:11.6829,-30:22:55.810,2023-10-03T02:03:54.816,4.62,0.014,140.6441,1.766,0.004 ,0.173 ,0.343 ,7.310 
ALMA,09:59:43.9519,+02:29:21.779,2019-06-11T22:28:23.472,3.69,0.009,141.1896,1.821,0.001 ,0.074 ,0.146 ,7.556 
ALMA,23:10:40.1122,+18:55:02.215,2023-07-04T09:35:29.376,1.5,0.01,141.5869,1.49,-0.002 ,0.383 ,0.748 ,31.248 
ALMA,23:46:10.5308,+12:49:03.266,2017-11-06T23:09:02.760,3.88,0.009,141.7414,1.868,0.003 ,0.148 ,0.293 ,15.097 
ALMA,03:32:34.8518,-27:42:24.735,2017-09-15T06:42:23.952,1.3,0.014,142.5616,0.8868,0.006 ,0.412 ,0.814 ,17.350 
ALMA,09:16:27.0929,+07:29:46.955,2021-11-20T09:00:22.368,1.55,0.019,142.6182,1.734,0.013 ,0.574 ,1.138 ,13.179 
ALMA,23:10:40.1122,+18:55:02.215,2023-07-04T09:35:29.376,1.5,0.01,143.3465,1.648,0.008 ,0.397 ,0.787 ,32.888 
ALMA,23:46:10.5308,+12:49:03.266,2017-11-06T23:09:02.760,3.88,0.009,143.5699,1.868,0.004 ,0.130 ,0.259 ,13.378 
ALMA,09:16:27.0929,+07:29:46.955,2021-11-20T09:00:22.368,1.55,0.019,144.6181,1.734,-0.033 ,0.599 ,1.141 ,13.212 
ALMA,08:49:35.2563,+02:14:15.738,2023-10-21T09:47:22.032,3.7,0.016,144.9344,1.748,0.019 ,0.396 ,0.794 ,12.964 
ALMA,03:32:34.8518,-27:42:24.735,2017-09-15T06:42:23.952,1.3,0.014,145.0147,1.625,-0.001 ,0.209 ,0.409 ,8.712 
ALMA,08:01:00.6066,+36:13:40.114,2021-08-21T13:26:12.000,2.06,0.018,145.882,1.516,0.009 ,0.229 ,0.459 ,5.920 
ALMA,08:49:35.2563,+02:14:15.738,2023-10-21T09:47:22.032,3.7,0.016,146.5056,1.637,-0.033 ,0.508 ,0.963 ,15.727 
ALMA,11:46:39.1899,-00:11:51.347,2021-09-21T14:53:03.456,0.68,0.011,147.4024,1.539,0.001 ,0.303 ,0.594 ,20.526 
ALMA,08:01:00.6066,+36:13:40.114,2021-08-21T13:26:12.000,2.06,0.018,147.7922,1.734,0.011 ,0.154 ,0.312 ,4.025 
ALMA,08:30:53.3512,+01:31:51.434,2019-07-14T15:56:25.440,0.79,0.018,148.0326,1.766,0.003 ,0.426 ,0.837 ,10.797 
ALMA,08:30:53.3512,+01:31:51.434,2019-07-14T15:56:25.440,0.79,0.018,149.8508,1.703,-0.004 ,0.319 ,0.622 ,8.021 
ALMA,05:21:03.0096,+01:18:12.563,2021-09-23T09:55:02.016,0.61,0.016,150.0784,1.5,-0.003 ,0.191 ,0.371 ,6.049 
ALMA,09:59:43.9519,+02:29:21.779,2019-06-11T22:28:23.472,3.69,0.009,151.2464,1.854,0.001 ,0.058 ,0.115 ,5.913 
ALMA,05:21:03.0096,+01:18:12.563,2021-09-23T09:55:02.016,0.61,0.016,151.9426,1.719,-0.002 ,0.290 ,0.566 ,9.235 
ALMA,09:59:43.9519,+02:29:21.779,2019-06-11T22:28:23.472,3.69,0.009,153.0894,1.758,0.001 ,0.077 ,0.152 ,7.852 
ALMA,23:46:10.5308,+12:49:03.266,2017-11-06T23:09:02.760,3.88,0.009,153.6125,1.868,-0.002 ,0.095 ,0.184 ,9.501 
ALMA,09:16:27.0929,+07:29:46.955,2021-11-20T09:00:22.368,1.55,0.019,154.6829,1.781,-0.027 ,0.532 ,1.017 ,11.772 
ALMA,23:46:10.5308,+12:49:03.266,2017-11-06T23:09:02.760,3.88,0.009,155.4447,1.868,0.003 ,0.126 ,0.250 ,12.897 
ALMA,09:16:27.0929,+07:29:46.955,2021-11-20T09:00:22.368,1.55,0.019,156.4952,1.312,-0.033 ,0.622 ,1.185 ,13.719 
ALMA,08:01:00.6066,+36:13:40.114,2021-08-21T13:26:12.000,2.06,0.018,157.897,1.734,0.009 ,0.243 ,0.485 ,6.262 
ALMA,08:01:00.6066,+36:13:40.114,2021-08-21T13:26:12.000,2.06,0.018,159.7924,1.734,0.017 ,0.267 ,0.540 ,6.962 
ALMA,08:30:53.3512,+01:31:51.434,2019-07-14T15:56:25.440,0.79,0.018,160.1653,1.617,0.013 ,0.431 ,0.857 ,11.055 
ALMA,09:03:09.9513,+02:11:20.452,2021-11-26T10:41:13.392,2.19,0.018,161.4635,1.75,0.027 ,1.172 ,2.325 ,29.988 
ALMA,08:30:53.3512,+01:31:51.434,2019-07-14T15:56:25.440,0.79,0.018,162.0621,1.688,-0.031 ,1.016 ,1.960 ,25.290 
ALMA,20:09:57.0158,-48:23:15.472,2021-11-19T23:58:07.632,0.77,0.016,162.6596,1.766,0.746 ,3.303 ,7.220 ,117.878 
ALMA,09:03:09.9513,+02:11:20.452,2021-11-26T10:41:13.392,2.19,0.018,163.3844,1.75,0.044 ,1.428 ,2.843 ,36.679 
ALMA,17:23:23.0047,-00:17:16.970,2023-07-14T02:14:23.616,0.13,0.009,164.182,1.75,0.008 ,0.352 ,0.698 ,36.019 
ALMA,20:09:57.0158,-48:23:15.472,2021-11-19T23:58:07.632,0.77,0.016,164.6409,1.766,0.951 ,3.712 ,8.226 ,134.310 
ALMA,17:23:23.0047,-00:17:16.970,2023-07-14T02:14:23.616,0.13,0.009,165.8998,1.43,0.049 ,3.284 ,6.485 ,334.658 
ALMA,15:13:14.3345,+07:13:13.629,2023-07-14T01:15:12.768,0.25,0.01,167.1418,1.563,0.001 ,1.348 ,2.643 ,110.479 
ALMA,12:26:55.7528,-00:52:56.290,2023-08-20T18:55:29.232,0.38,0.009,168.6557,0.5,0.011 ,0.240 ,0.481 ,24.810 
ALMA,15:13:14.3345,+07:13:13.629,2023-07-14T01:15:12.768,0.25,0.01,168.9075,1.766,0.014 ,0.314 ,0.630 ,26.329 
ALMA,22:51:50.4287,-17:52:39.968,2023-07-14T09:00:19.872,0.13,0.009,170.1394,1.656,0.022 ,0.557 ,1.114 ,57.493 
ALMA,12:26:55.7528,-00:52:56.290,2023-08-20T18:55:29.232,0.38,0.009,170.19,0.9844,0.003 ,0.335 ,0.659 ,33.991 
ALMA,22:51:50.4287,-17:52:39.968,2023-07-14T09:00:19.872,0.13,0.009,171.6363,1.812,-0.007 ,0.194 ,0.374 ,19.282 
ALMA,16:27:39.2826,-24:31:04.390,2024-07-03T00:48:18.384,0.86,0.016,171.9681,1.832,0.445 ,2.106 ,4.573 ,74.660 
ALMA,03:32:46.1264,-27:55:43.642,2022-06-12T15:23:08.640,0.5,0.016,172.5019,1.766,-0.005 ,5.298 ,10.379 ,169.466 
ALMA,09:03:09.9513,+02:11:20.452,2021-11-26T10:41:13.392,2.19,0.018,173.4775,1.789,0.052 ,2.511 ,4.973 ,64.155 
ALMA,16:27:39.2826,-24:31:04.390,2024-07-03T00:48:18.384,0.86,0.016,173.5029,0.1136,0.916 ,8.490 ,17.556 ,286.639 
ALMA,20:58:29.3300,-42:39:28.228,2018-08-31T02:23:25.872,1.86,0.016,173.7991,1.868,0.754 ,3.521 ,7.655 ,124.978 
ALMA,03:32:46.1264,-27:55:43.642,2022-06-12T15:23:08.640,0.5,0.016,174.002,1.766,0.032 ,4.019 ,7.909 ,129.132 
ALMA,09:03:09.9513,+02:11:20.452,2021-11-26T10:41:13.392,2.19,0.018,175.4322,1.75,0.036 ,1.531 ,3.036 ,39.172 
ALMA,20:58:29.3300,-42:39:28.228,2018-08-31T02:23:25.872,1.86,0.016,175.4991,1.868,0.683 ,3.783 ,8.098 ,132.211 
ALMA,17:23:23.0047,-00:17:16.970,2023-07-14T02:14:23.616,0.13,0.009,175.5794,1.32,0.028 ,1.026 ,2.038 ,105.190 
ALMA,20:09:57.0158,-48:23:15.472,2021-11-19T23:58:07.632,0.77,0.016,175.6067,0.9278,0.490 ,4.834 ,9.964 ,162.686 
ALMA,20:09:57.0158,-48:23:15.472,2021-11-19T23:58:07.632,0.77,0.016,176.7104,0.9264,0.668 ,5.669 ,11.779 ,192.326 
ALMA,17:23:23.0047,-00:17:16.970,2023-07-14T02:14:23.616,0.13,0.009,177.1592,1.258,-0.013 ,0.538 ,1.041 ,53.713 
ALMA,15:13:14.3345,+07:13:13.629,2023-07-14T01:15:12.768,0.25,0.01,179.2816,1.766,0.003 ,1.040 ,2.041 ,85.319 
ALMA,12:26:55.7528,-00:52:56.290,2023-08-20T18:55:29.232,0.38,0.009,179.8816,1.297,-0.080 ,0.878 ,1.641 ,84.701 
ALMA,15:13:14.3345,+07:13:13.629,2023-07-14T01:15:12.768,0.25,0.01,180.9656,1.141,0.052 ,0.980 ,1.972 ,82.445 
ALMA,12:26:55.7528,-00:52:56.290,2023-08-20T18:55:29.232,0.38,0.009,181.9653,1.055,0.024 ,3.167 ,6.231 ,321.520 
ALMA,16:27:39.2826,-24:31:04.390,2024-07-03T00:48:18.384,0.86,0.016,183.3075,0.1131,-0.621 ,40.430 ,78.620 ,1283.657 
ALMA,03:32:46.1264,-27:55:43.642,2022-06-12T15:23:08.640,0.5,0.016,184.477,1.764,-1.833 ,13.320 ,24.274 ,396.324 
ALMA,16:27:39.2826,-24:31:04.390,2024-07-03T00:48:18.384,0.86,0.016,185.6275,1.566,0.474 ,3.430 ,7.196 ,117.497 
ALMA,20:58:29.3300,-42:39:28.228,2018-08-31T02:23:25.872,1.86,0.016,186.0009,1.868,-0.502 ,13.060 ,25.095 ,409.729 
ALMA,03:32:46.1264,-27:55:43.642,2022-06-12T15:23:08.640,0.5,0.016,186.006,1.86,0.388 ,6.610 ,13.343 ,217.861 
ALMA,20:58:29.3300,-42:39:28.228,2018-08-31T02:23:25.872,1.86,0.016,187.731,1.862,0.190 ,6.074 ,12.095 ,197.476 
ALMA,01:59:51.9801,+00:23:15.112,2019-09-20T04:33:39.504,1.14,0.014,188.1092,1.695,0.039 ,2.486 ,4.912 ,104.748 
ALMA,20:44:03.8960,-06:47:12.512,2021-11-01T00:11:16.224,1.66,0.008,188.4775,1.61,0.023 ,1.271 ,2.514 ,164.183 
ALMA,20:44:03.8960,-06:47:12.512,2021-11-01T00:11:16.224,1.66,0.008,190.0215,1.438,-0.053 ,1.440 ,2.770 ,180.895 
ALMA,04:12:21.0117,-05:55:08.023,2021-11-01T03:51:00.192,1.35,0.011,190.2031,1.75,0.045 ,1.394 ,2.777 ,95.928 
ALMA,20:13:31.7782,-41:47:58.925,2019-09-20T03:13:34.176,0.81,0.014,192.1774,1.832,0.049 ,1.207 ,2.415 ,51.492 
ALMA,04:12:21.0117,-05:55:08.023,2021-11-01T03:51:00.192,1.35,0.011,192.2031,1.75,-0.025 ,0.510 ,0.974 ,33.636 
ALMA,00:21:28.2199,-08:39:51.210,2019-09-01T05:42:17.568,1.14,0.014,192.3986,1.813,0.103 ,0.667 ,1.409 ,30.054 
ALMA,20:13:31.7782,-41:47:58.925,2019-09-20T03:13:34.176,0.81,0.014,193.918,1.781,0.176 ,1.271 ,2.667 ,56.880 
ALMA,23:45:55.7412,-11:04:57.630,2023-05-31T10:52:48.000,2.31,0.014,194.0005,1.844,-0.039 ,0.997 ,1.915 ,40.835 
ALMA,00:21:28.2199,-08:39:51.210,2019-09-01T05:42:17.568,1.14,0.014,194.1625,1.797,-0.088 ,0.792 ,1.464 ,31.211 
ALMA,23:45:55.7412,-11:04:57.630,2023-05-31T10:52:48.000,2.31,0.014,195.4555,1.754,-0.066 ,0.910 ,1.718 ,36.642 
ALMA,02:32:25.9060,-08:12:04.767,2019-08-17T08:25:50.016,0.63,0.014,195.8099,1.781,-0.197 ,1.266 ,2.284 ,48.706 
ALMA,02:32:25.9060,-08:12:04.767,2019-08-17T08:25:50.016,0.63,0.014,197.7761,1.758,-0.098 ,1.055 ,1.970 ,42.012 
ALMA,01:59:51.9801,+00:23:15.112,2019-09-20T04:33:39.504,1.14,0.014,198.2213,1.57,-0.372 ,1.497 ,2.562 ,54.633 
ALMA,01:59:51.9801,+00:23:15.112,2019-09-20T04:33:39.504,1.14,0.014,199.9263,1.832,-0.054 ,1.392 ,2.674 ,57.030 
ALMA,20:44:03.8960,-06:47:12.512,2021-11-01T00:11:16.224,1.66,0.008,200.6842,1.735,0.030 ,0.696 ,1.394 ,91.061 
